City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,banjar,-8.19,114.9675,24.85,90,100,2.01,ID,1678130116
297,atasu,48.6814,71.6433,-6.29,99,85,2.32,KZ,1678130117
298,bundaberg,-24.85,152.35,19.01,98,3,0.45,AU,1678130003
299,morondava,-20.2833,44.2833,27.04,81,88,7.94,MG,1678130118
300,abu kamal,34.4506,40.9171,17.9,37,0,6.38,SY,1678130120
301,west plains,36.7281,-91.8524,23.84,53,0,5.36,US,1678130120
302,bulgan,48.8125,103.5347,-1.75,59,46,2.11,MN,1678130121
303,kamachumu,-1.6186,31.62,19.21,64,100,2.48,TZ,1678130121
304,otradnoye,59.7775,30.8181,-3.97,96,95,1.67,RU,1678129890
305,inirida,3.8653,-67.9239,27.27,85,100,0.86,CO,1678130122
306,solnechnyy,50.7214,136.6319,-8.11,96,100,1.72,RU,1678130122
307,coihaique,-45.5752,-72.0662,14.34,58,75,4.12,CL,1678130123
308,ofunato,39.0717,141.7167,3.79,58,0,3.63,JP,1678130124
309,zinder,13.8072,8.9881,30.83,10,1,3.08,NE,1678130124
310,san policarpo,12.1791,125.5072,25.15,84,11,4.91,PH,1678130125
311,ascona,46.1545,8.7733,10.04,71,40,1.03,CH,1678130125
312,gwadar,25.1216,62.3254,23.75,72,0,4.8,PK,1678130126
313,arona,28.0996,-16.681,16.29,82,20,3.6,ES,1678130126
314,dhidhdhoo,6.8833,73.1,27.35,74,89,6.15,MV,1678130127
315,matara,5.9485,80.5353,23.86,90,7,4.03,LK,1678130128
316,langsa,4.4683,97.9683,21.58,88,3,1.28,ID,1678130129
317,meulaboh,4.1363,96.1285,24.26,87,10,1.54,ID,1678130130
318,lata,40.1629,-8.3327,13.23,95,100,2.04,PT,1678130130
319,esperance,-33.8667,121.9,15.22,62,16,3.76,AU,1678130131
320,fairbanks,64.8378,-147.7164,-7.44,77,75,0.0,US,1678129919
321,ilhabela,-23.7781,-45.3581,27.53,72,92,2.64,BR,1678130131
322,socorro,31.6546,-106.3033,22.81,14,75,4.12,US,1678130132
323,la ronge,55.1001,-105.2842,-17.86,35,20,1.03,CA,1678130133
324,taksimo,56.3444,114.8794,-19.74,89,99,1.33,RU,1678130133
325,cap malheureux,-19.9842,57.6142,24.7,87,100,2.48,MU,1678130134
326,kamyshin,50.0983,45.416,-1.52,81,100,4.02,RU,1678130134
327,olafsvik,64.8945,-23.7142,-3.14,58,64,5.3,IS,1678130135
328,beringovskiy,63.05,179.3167,-29.6,92,43,2.81,RU,1678130135
329,ban nahin,18.2418,104.2122,18.98,81,0,1.64,LA,1678130136
330,kentau,43.5206,68.5094,12.62,68,100,2.93,KZ,1678130136
331,buncrana,55.1333,-7.45,1.87,57,100,5.66,IE,1678130138
332,upata,8.0086,-62.3989,29.04,47,100,3.21,VE,1678130139
333,marzuq,14.4,46.4667,18.68,55,0,2.79,YE,1678130139
334,mount gambier,-37.8333,140.7667,13.5,64,78,5.55,AU,1678130140
335,port hedland,-20.3167,118.5667,27.03,65,6,2.06,AU,1678130087
336,manaus,-3.1019,-60.025,27.28,78,75,3.6,BR,1678129843
337,san carlos de bariloche,-41.1456,-71.3082,17.86,48,75,12.86,AR,1678130082
338,yellowknife,62.456,-114.3525,-22.73,94,100,2.93,CA,1678130019
